Date,Date,Open,High,Low,Close,Volume,volume30,v_ratio
1950-04-28,1950-04-28,17.959999084472656,17.959999084472656,17.959999084472656,17.959999084472656,2190000,2090333.3333333333,1.0476797958858237
1950-05-01,1950-05-01,18.21999931335449,18.21999931335449,18.21999931335449,18.21999931335449,2390000,2116666.6666666665,1.1291338582677166
1950-05-02,1950-05-02,18.11000061035156,18.11000061035156,18.11000061035156,18.11000061035156,2250000,2144000.0,1.0494402985074627
1950-05-03,1950-05-03,18.270000457763672,18.270000457763672,18.270000457763672,18.270000457763672,2120000,2168000.0,0.977859778597786
1950-05-04,1950-05-04,18.1200008392334,18.1200008392334,18.1200008392334,18.1200008392334,2150000,2172666.6666666665,0.9895673519484505
1950-05-05,1950-05-05,18.21999931335449,18.21999931335449,18.21999931335449,18.21999931335449,1800000,2165333.3333333335,0.8312807881773399
1950-05-08,1950-05-08,18.270000457763672,18.270000457763672,18.270000457763672,18.270000457763672,1680000,2169000.0,0.7745504840940526
1950-05-09,1950-05-09,18.270000457763672,18.270000457763672,18.270000457763672,18.270000457763672,1720000,2162000.0,0.7955596669750231
1950-05-10,1950-05-10,18.290000915527344,18.290000915527344,18.290000915527344,18.290000915527344,1880000,2165333.3333333335,0.8682266009852216
1950-05-11,1950-05-11,18.290000915527344,18.290000915527344,18.290000915527344,18.290000915527344,1750000,2154000.0,0.8124419684308264
1950-05-12,1950-05-12,18.18000030517578,18.18000030517578,18.18000030517578,18.18000030517578,1790000,2134666.6666666665,0.8385384134915679
1950-05-15,1950-05-15,18.26000022888184,18.26000022888184,18.26000022888184,18.26000022888184,1220000,2112666.6666666665,0.577469233196592
1950-05-16,1950-05-16,18.440000534057617,18.440000534057617,18.440000534057617,18.440000534057617,1730000,2118000.0,0.8168083097261567
1950-05-17,1950-05-17,18.520000457763672,18.520000457763672,18.520000457763672,18.520000457763672,2020000,2118333.3333333335,0.9535798583792289
1950-05-18,1950-05-18,18.559999465942383,18.559999465942383,18.559999465942383,18.559999465942383,5240000,2245333.3333333335,2.333729216152019
1950-05-19,1950-05-19,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,2110000,2249000.0,0.938194753223655
1950-05-22,1950-05-22,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,1620000,2234000.0,0.7251566696508505
1950-05-23,1950-05-23,18.709999084472656,18.709999084472656,18.709999084472656,18.709999084472656,1460000,2215666.6666666665,0.6589438844591545
1950-05-24,1950-05-24,18.690000534057617,18.690000534057617,18.690000534057617,18.690000534057617,1850000,2210333.3333333335,0.8369778313979791
1950-05-25,1950-05-25,18.690000534057617,18.690000534057617,18.690000534057617,18.690000534057617,1480000,2179333.3333333335,0.6791067604772101
1950-05-26,1950-05-26,18.670000076293945,18.670000076293945,18.670000076293945,18.670000076293945,1330000,2132000.0,0.6238273921200751
1950-05-29,1950-05-29,18.71999931335449,18.71999931335449,18.71999931335449,18.71999931335449,1110000,2085000.0,0.5323741007194245
1950-05-31,1950-05-31,18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,1530000,2025333.3333333333,0.7554312047399605
1950-06-01,1950-06-01,18.770000457763672,18.770000457763672,18.770000457763672,18.770000457763672,1580000,1979666.6666666667,0.7981141606331031
1950-06-02,1950-06-02,18.790000915527344,18.790000915527344,18.790000915527344,18.790000915527344,1450000,1941666.6666666667,0.7467811158798283
1950-06-05,1950-06-05,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,1630000,1905666.6666666667,0.8553437117369249
1950-06-06,1950-06-06,18.8799991607666,18.8799991607666,18.8799991607666,18.8799991607666,2250000,1903666.6666666667,1.1819296095254772
1950-06-07,1950-06-07,18.93000030517578,18.93000030517578,18.93000030517578,18.93000030517578,1750000,1901000.0,0.920568122041031
1950-06-08,1950-06-08,19.13999938964844,19.13999938964844,19.13999938964844,19.13999938964844,1780000,1897666.6666666667,0.9379940277533813
1950-06-09,1950-06-09,19.26000022888184,19.26000022888184,19.26000022888184,19.26000022888184,2130000,1899666.6666666667,1.1212493419898226
1950-06-12,1950-06-12,19.399999618530277,19.399999618530277,19.399999618530277,19.399999618530277,1790000,1886333.3333333333,0.9489309065205868
1950-06-13,1950-06-13,19.25,19.25,19.25,19.25,1790000,1866333.3333333333,0.9590998392570103
1950-06-14,1950-06-14,18.979999542236328,18.979999542236328,18.979999542236328,18.979999542236328,1650000,1846333.3333333333,0.8936631160859362
1950-06-15,1950-06-15,18.93000030517578,18.93000030517578,18.93000030517578,18.93000030517578,1530000,1826666.6666666667,0.8375912408759124
1950-06-16,1950-06-16,18.96999931335449,18.96999931335449,18.96999931335449,18.96999931335449,1180000,1794333.3333333333,0.6576258591863273
1950-06-19,1950-06-19,18.920000076293945,18.920000076293945,18.920000076293945,18.920000076293945,1290000,1777333.3333333333,0.7258064516129032
1950-06-20,1950-06-20,18.82999992370605,18.82999992370605,18.82999992370605,18.82999992370605,1470000,1770333.3333333333,0.8303520994163058
1950-06-21,1950-06-21,19.0,19.0,19.0,19.0,1750000,1771333.3333333333,0.9879563417388032
1950-06-22,1950-06-22,19.15999984741211,19.15999984741211,19.15999984741211,19.15999984741211,1830000,1769666.6666666667,1.0340930495385194
1950-06-23,1950-06-23,19.13999938964844,19.13999938964844,19.13999938964844,19.13999938964844,1700000,1768000.0,0.9615384615384616
1950-06-26,1950-06-26,18.11000061035156,18.11000061035156,18.11000061035156,18.11000061035156,3950000,1840000.0,2.1467391304347827
1950-06-27,1950-06-27,17.90999984741211,17.90999984741211,17.90999984741211,17.90999984741211,4860000,1961333.3333333333,2.477906186267845
1950-06-28,1950-06-28,18.11000061035156,18.11000061035156,18.11000061035156,18.11000061035156,2600000,1990333.3333333333,1.3063138502763356
1950-06-29,1950-06-29,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,3040000,2024333.3333333333,1.5017289642680718
1950-06-30,1950-06-30,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,2660000,1938333.3333333333,1.3723129836629406
1950-07-03,1950-07-03,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,1550000,1919666.6666666667,0.8074318458065636
1950-07-05,1950-07-05,17.809999465942383,17.809999465942383,17.809999465942383,17.809999465942383,1400000,1912333.3333333333,0.7320899424786474
1950-07-06,1950-07-06,17.90999984741211,17.90999984741211,17.90999984741211,17.90999984741211,1570000,1916000.0,0.8194154488517745
1950-07-07,1950-07-07,17.670000076293945,17.670000076293945,17.670000076293945,17.670000076293945,1870000,1916666.6666666667,0.9756521739130435
1950-07-10,1950-07-10,17.59000015258789,17.59000015258789,17.59000015258789,17.59000015258789,1960000,1932666.6666666667,1.014142807864781
1950-07-11,1950-07-11,17.31999969482422,17.31999969482422,17.31999969482422,17.31999969482422,3250000,1996666.6666666667,1.6277128547579298
1950-07-12,1950-07-12,16.8700008392334,16.8700008392334,16.8700008392334,16.8700008392334,3200000,2066333.3333333333,1.5486368769156316
1950-07-13,1950-07-13,16.690000534057617,16.690000534057617,16.690000534057617,16.690000534057617,2660000,2104000.0,1.2642585551330798
1950-07-14,1950-07-14,16.8700008392334,16.8700008392334,16.8700008392334,16.8700008392334,1900000,2114666.6666666665,0.8984867591424969
1950-07-17,1950-07-17,16.68000030517578,16.68000030517578,16.68000030517578,16.68000030517578,1520000,2117000.0,0.7179971658006613
1950-07-18,1950-07-18,17.059999465942383,17.059999465942383,17.059999465942383,17.059999465942383,1820000,2123333.3333333335,0.8571428571428571
1950-07-19,1950-07-19,17.360000610351562,17.360000610351562,17.360000610351562,17.360000610351562,2430000,2129333.3333333335,1.1412022542266749
1950-07-20,1950-07-20,17.610000610351562,17.610000610351562,17.610000610351562,17.610000610351562,3160000,2176333.3333333335,1.4519834584162965
1950-07-21,1950-07-21,17.59000015258789,17.59000015258789,17.59000015258789,17.59000015258789,2810000,2210666.6666666665,1.2711097708082026
1950-07-24,1950-07-24,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,2300000,2216333.3333333335,1.037750037599639
1950-07-25,1950-07-25,17.229999542236328,17.229999542236328,17.229999542236328,17.229999542236328,2770000,2249000.0,1.231658514895509
1950-07-26,1950-07-26,17.270000457763672,17.270000457763672,17.270000457763672,17.270000457763672,2460000,2271333.3333333335,1.0830642794247138
1950-07-27,1950-07-27,17.5,17.5,17.5,17.5,2300000,2293000.0,1.003052769297863
1950-07-28,1950-07-28,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,2050000,2310333.3333333335,0.8873178473524743
1950-07-31,1950-07-31,17.84000015258789,17.84000015258789,17.84000015258789,17.84000015258789,1590000,2324000.0,0.6841652323580034
1950-08-01,1950-08-01,18.020000457763672,18.020000457763672,18.020000457763672,18.020000457763672,1970000,2346666.6666666665,0.8394886363636365
1950-08-02,1950-08-02,17.950000762939453,17.950000762939453,17.950000762939453,17.950000762939453,1980000,2363666.6666666665,0.8376815681850234
1950-08-03,1950-08-03,17.989999771118164,17.989999771118164,17.989999771118164,17.989999771118164,1660000,2360666.6666666665,0.7031911889296809
1950-08-04,1950-08-04,18.13999938964844,18.13999938964844,18.13999938964844,18.13999938964844,1600000,2353000.0,0.6799830004249894
1950-08-07,1950-08-07,18.40999984741211,18.40999984741211,18.40999984741211,18.40999984741211,1850000,2358000.0,0.7845631891433418
1950-08-08,1950-08-08,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,2180000,2299000.0,0.948238364506307
1950-08-09,1950-08-09,18.61000061035156,18.61000061035156,18.61000061035156,18.61000061035156,1760000,2195666.6666666665,0.8015788674662214
1950-08-10,1950-08-10,18.479999542236328,18.479999542236328,18.479999542236328,18.479999542236328,1870000,2171333.3333333335,0.8612219834203254
1950-08-11,1950-08-11,18.280000686645508,18.280000686645508,18.280000686645508,18.280000686645508,1680000,2126000.0,0.7902163687676388
1950-08-14,1950-08-14,18.290000915527344,18.290000915527344,18.290000915527344,18.290000915527344,1280000,2080000.0,0.6153846153846154
1950-08-15,1950-08-15,18.31999969482422,18.31999969482422,18.31999969482422,18.31999969482422,1330000,2072666.6666666667,0.6416854293985204
1950-08-16,1950-08-16,18.34000015258789,18.34000015258789,18.34000015258789,18.34000015258789,1770000,2085000.0,0.8489208633093526
1950-08-17,1950-08-17,18.540000915527344,18.540000915527344,18.540000915527344,18.540000915527344,2170000,2105000.0,1.0308788598574823
1950-08-18,1950-08-18,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,1780000,2102000.0,0.8468125594671742
1950-08-21,1950-08-21,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,1840000,2098000.0,0.877025738798856
1950-08-22,1950-08-22,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,1550000,2041333.3333333333,0.7593076420640105
1950-08-23,1950-08-23,18.81999969482422,18.81999969482422,18.81999969482422,18.81999969482422,1580000,1987333.3333333333,0.7950352230795036
1950-08-24,1950-08-24,18.790000915527344,18.790000915527344,18.790000915527344,18.790000915527344,1620000,1952666.6666666667,0.8296346876066917
1950-08-25,1950-08-25,18.540000915527344,18.540000915527344,18.540000915527344,18.540000915527344,1610000,1943000.0,0.8286155429747812
1950-08-28,1950-08-28,18.530000686645508,18.530000686645508,18.530000686645508,18.530000686645508,1300000,1935666.6666666667,0.6716032374720166
1950-08-29,1950-08-29,18.540000915527344,18.540000915527344,18.540000915527344,18.540000915527344,1890000,1938000.0,0.9752321981424149
1950-08-30,1950-08-30,18.43000030517578,18.43000030517578,18.43000030517578,18.43000030517578,1490000,1906666.6666666667,0.7814685314685315
1950-08-31,1950-08-31,18.420000076293945,18.420000076293945,18.420000076293945,18.420000076293945,1140000,1839333.3333333333,0.6197897789054005
1950-09-01,1950-09-01,18.549999237060547,18.549999237060547,18.549999237060547,18.549999237060547,1290000,1788666.6666666667,0.7212076034289974
1950-09-05,1950-09-05,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,1250000,1753666.6666666667,0.7127922448203763
1950-09-06,1950-09-06,18.540000915527344,18.540000915527344,18.540000915527344,18.540000915527344,1300000,1704666.6666666667,0.7626124364489636
1950-09-07,1950-09-07,18.59000015258789,18.59000015258789,18.59000015258789,18.59000015258789,1340000,1667333.3333333333,0.8036785285885646
1950-09-08,1950-09-08,18.75,18.75,18.75,18.75,1960000,1656000.0,1.183574879227053
1950-09-11,1950-09-11,18.61000061035156,18.61000061035156,18.61000061035156,18.61000061035156,1860000,1649666.6666666667,1.127500505152556
1950-09-12,1950-09-12,18.8700008392334,18.8700008392334,18.8700008392334,18.8700008392334,1680000,1652666.6666666667,1.0165389269866882
1950-09-13,1950-09-13,19.09000015258789,19.09000015258789,19.09000015258789,19.09000015258789,2600000,1673666.6666666667,1.5534754033061142
1950-09-14,1950-09-14,19.18000030517578,19.18000030517578,19.18000030517578,19.18000030517578,2350000,1686000.0,1.3938315539739028
1950-09-15,1950-09-15,19.290000915527344,19.290000915527344,19.290000915527344,19.290000915527344,2410000,1711000.0,1.408533021624781
1950-09-18,1950-09-18,19.3700008392334,19.3700008392334,19.3700008392334,19.3700008392334,2040000,1725666.6666666667,1.182151825381495
1950-09-19,1950-09-19,19.309999465942383,19.309999465942383,19.309999465942383,19.309999465942383,1590000,1717000.0,0.926033779848573
1950-09-20,1950-09-20,19.209999084472656,19.209999084472656,19.209999084472656,19.209999084472656,2100000,1714333.3333333333,1.224965973167412
1950-09-21,1950-09-21,19.3700008392334,19.3700008392334,19.3700008392334,19.3700008392334,1650000,1710666.6666666667,0.9645362431800467
1950-09-22,1950-09-22,19.440000534057617,19.440000534057617,19.440000534057617,19.440000534057617,2510000,1732000.0,1.4491916859122402
1950-09-25,1950-09-25,19.420000076293945,19.420000076293945,19.420000076293945,19.420000076293945,2020000,1743333.3333333333,1.1586998087954112
1950-09-26,1950-09-26,19.13999938964844,19.13999938964844,19.13999938964844,19.13999938964844,2280000,1776666.6666666667,1.2833020637898687
1950-09-27,1950-09-27,19.40999984741211,19.40999984741211,19.40999984741211,19.40999984741211,2360000,1811000.0,1.3031474323578134
1950-09-28,1950-09-28,19.420000076293945,19.420000076293945,19.420000076293945,19.420000076293945,2200000,1825333.3333333333,1.2052593133674214
1950-09-29,1950-09-29,19.450000762939453,19.450000762939453,19.450000762939453,19.450000762939453,1800000,1813000.0,0.9928295642581357
1950-10-02,1950-10-02,19.690000534057617,19.690000534057617,19.690000534057617,19.690000534057617,2200000,1827000.0,1.20415982484948
1950-10-03,1950-10-03,19.65999984741211,19.65999984741211,19.65999984741211,19.65999984741211,2480000,1848333.3333333333,1.3417493237150586
1950-10-04,1950-10-04,20.0,20.0,20.0,20.0,2920000,1894000.0,1.5417106652587118
1950-10-05,1950-10-05,19.88999938964844,19.88999938964844,19.88999938964844,19.88999938964844,2490000,1924333.3333333333,1.2939546163173394
1950-10-06,1950-10-06,20.1200008392334,20.1200008392334,20.1200008392334,20.1200008392334,2360000,1949000.0,1.210877373011801
1950-10-09,1950-10-09,20.0,20.0,20.0,20.0,2330000,1973000.0,1.1809427268119614
1950-10-10,1950-10-10,19.780000686645508,19.780000686645508,19.780000686645508,19.780000686645508,1870000,1992000.0,0.9387550200803213
1950-10-11,1950-10-11,19.86000061035156,19.86000061035156,19.86000061035156,19.86000061035156,2200000,2002333.3333333333,1.0987181621441653
1950-10-13,1950-10-13,19.850000381469727,19.850000381469727,19.850000381469727,19.850000381469727,2030000,2020333.3333333333,1.0047846889952154
1950-10-16,1950-10-16,19.709999084472656,19.709999084472656,19.709999084472656,19.709999084472656,1630000,2036666.6666666667,0.8003273322422259
1950-10-17,1950-10-17,19.88999938964844,19.88999938964844,19.88999938964844,19.88999938964844,2010000,2060666.6666666667,0.9754124878680038
1950-10-18,1950-10-18,20.01000022888184,20.01000022888184,20.01000022888184,20.01000022888184,2410000,2099333.3333333335,1.147983486821213
1950-10-19,1950-10-19,20.020000457763672,20.020000457763672,20.020000457763672,20.020000457763672,2250000,2131000.0,1.0558423275457531
1950-10-20,1950-10-20,19.959999084472656,19.959999084472656,19.959999084472656,19.959999084472656,1840000,2147666.6666666665,0.856743752910135
1950-10-23,1950-10-23,19.959999084472656,19.959999084472656,19.959999084472656,19.959999084472656,1850000,2144000.0,0.8628731343283582
1950-10-24,1950-10-24,20.07999992370605,20.07999992370605,20.07999992370605,20.07999992370605,1790000,2141666.6666666665,0.8357976653696498
1950-10-25,1950-10-25,20.049999237060547,20.049999237060547,20.049999237060547,20.049999237060547,1930000,2150000.0,0.8976744186046511
1950-10-26,1950-10-26,19.61000061035156,19.61000061035156,19.61000061035156,19.61000061035156,3000000,2163333.3333333335,1.386748844375963
1950-10-27,1950-10-27,19.770000457763672,19.770000457763672,19.770000457763672,19.770000457763672,1800000,2145000.0,0.8391608391608392
1950-10-30,1950-10-30,19.61000061035156,19.61000061035156,19.61000061035156,19.61000061035156,1790000,2124333.3333333335,0.8426172916993566
1950-10-31,1950-10-31,19.530000686645508,19.530000686645508,19.530000686645508,19.530000686645508,2010000,2123333.3333333335,0.9466248037676609
1950-11-01,1950-11-01,19.559999465942383,19.559999465942383,19.559999465942383,19.559999465942383,1780000,2129666.6666666665,0.8358115511034592
1950-11-02,1950-11-02,19.729999542236328,19.729999542236328,19.729999542236328,19.729999542236328,1580000,2112333.3333333335,0.7479880069433485
1950-11-03,1950-11-03,19.850000381469727,19.850000381469727,19.850000381469727,19.850000381469727,1560000,2109333.3333333335,0.7395701643489253
1950-11-06,1950-11-06,19.36000061035156,19.36000061035156,19.36000061035156,19.36000061035156,2580000,2111666.6666666665,1.2217837411207577
1950-11-08,1950-11-08,19.559999465942383,19.559999465942383,19.559999465942383,19.559999465942383,1850000,2106000.0,0.8784425451092118
1950-11-09,1950-11-09,19.790000915527344,19.790000915527344,19.790000915527344,19.790000915527344,1760000,2088666.6666666667,0.8426428343440792
1950-11-10,1950-11-10,19.940000534057617,19.940000534057617,19.940000534057617,19.940000534057617,1640000,2064666.6666666667,0.7943170810461737
